Taxonomy tree:
Paper leaves are preserved as paperId values.
- Taxonomy
  - Parameter-Tuning Alignment
    - Pretraining Alignment
      - From-scratch Pretraining Alignment
        - d78df936a717f278e89221f74f3f894e90d8c1fe
        - e37018d3cfab9cfc29a7b78404e6c86ea18a907e
        - 48ac4aa7e1d8bfabea4ee39b814fab85aa3e5775
        - e4b757235fdc51de0e67cce47e9b4c3a5cab551c
        - 3739242e1027c2d5e5f7f1cbe5f37072670badfc
        - 90abbc2cf38462b954ae1b772fac9532e2ccd8b0
        - 094ff971d6a8b8ff870946c9b3ce5aa173617bfb
        - ba184d335a9a08c52c5d25eabd7f4a8ea987918b
        - 322c9e4ef9dc7724935ba818c0ff38d2c3d11483
        - db633c6b1c286c0386f0078d8a2e6224e03a6227
        - 411114f989a3d1083d90afd265103132fee94ebe
        - a1d578646cf42f2f69ee996742af484d03cc9121
        - a6d8d04962f84ae6225e72723869a002b9fc8036
        - a0246b6e55024c8d69bd7c4e37dc2a13d8df624e
        - 4724ebee34ca2cd0a19c3a1ddb83d6d870dd7904
        - 5d8bd9709c0d26db0df03d1c3859adcfd8cf3a3f
        - 53782c0c77ea52825b40a3703a2734cd5d840f06
        - 7a25155364476839b6d1fc0653cd8611327ab9ba
        - d219d971b16c708b8debc731e0c541ae218c7caf
        - 319b84be7a843250bc81d7086f79a4126d550277
        - 57e849d0de13ed5f91d086936296721d4ff75a75
        - 104b0bb1da562d53cbda87aec79ef6a2827d191a
        - a2ca24ae72fbbc54d41083307fc2a24d12f4f23c
        - 022b74aaf1b0d46ba9efcef4771cf9acf58b8da2
        - 71c9d2b995c19d43c519eb5ca9504ac790490398
        - 964bd39b546f0f6625ff3b9ef1083f797807ef2e
        - 74276a37bfa50f90dfae37f767b2b67784bd402a
        - 1006d191e9eb5b4dbc35fc0bb389328ddc75cba7
        - 1d26c947406173145a4665dd7ab255e03494ea28
        - 13a0d8bb38f739990c8cd65a44061c6534f17221
      - Continual Pretraining Alignment
        - cf1fd110df9fec1d820032a5264514d88a56b06b
        - e5adc219685c9941b9a3d029480af4a51c0ea05a
        - bde98ab6970961b6a1bde2ab4c5ce83f7060b3ef
        - 1a849f298dcd49fe99ebca6749c0564585aa3018
        - ffd8f81ed69ddfef6cddc3e8d0eae78f7b13435a
        - 00a95c2e2af1c6ef7ba41fe502a8cc729cdd284d
    - SFT Alignment
      - b6d6c33298b852cf63edac233deca70530d69a2a
      - 34f434ef0a3693bd71a269d1d1ddf0ebdb528691
      - b555fbe8d4e30fc1312c615ab7dfe6ac030dbcff
      - 606b535686f98015ea8dd3c9ba8aa9243bc9dc2d
      - 92221598758165d1679c8c9792435bb5a9a547a0
      - cd7c9fbb2acab241b0b4c7837877a19335c7284c
      - d2b4b4804479714ad0e406e8ab73fa3e72069216
      - cdbd4f9b6ab2e2fd1ddf5400d5ed2c18960635d1
      - e5adc219685c9941b9a3d029480af4a51c0ea05a
      - d5a50700c8850559ed27adb9f59cbf5b3a210529
      - c6cb23bb92a9b6a36614a153efb24decaa146e83
      - 92c10ebab3204d86602db8472db8217ef123e97f
      - 71af42dc9da6da2fdd2263a64cf1584fedc4b5bd
      - 64e802ea8e9dbe247c31fb06184c04dbf9e55e4e
      - 6942bde24d01c412bdd53414cc88459afa5fac7d
      - 4972b88f8f324a4fa18e921f62a9857af2b5fc7b
      - 7014a18435df6b92ac46a8fc89b527f2921cccae
      - a7ff4d1a89baa5007b3c9ee46492aaf88dfc257f
      - f328fbc6a33c1af47975773f7d4bc51e3ab2db7f
      - 06d7cb8c8816360feb33c3367073e0ef66d7d0b0
      - 3e664adb009dce373129a3563e4b2cb08731bc76
      - 4656ec3210a3d28f9f30a8ec8a202aae7ed3bf1f
      - 9fec5cf2f06e6fd8c5e6f6028226082d1ecec5b7
      - e7bbfb2eb08cce711fd39f2081d116d7e760651e
    - RLHF Alignment
      - 5fc1a3a49e8f1d106118b69d1d6be3b6caa23da0
      - e1e17c98417c518f7a969730ba11d1098360bd95
      - bed8a8af3189f3846ac5fc2921b863e4c98244e1
      - e6776f5f293c18f4b2322b1479f083cb24d33343
      - fc84f5b58e68871f3d6889dc2a93dffa7e107be2
      - 3783c7c074513fcee62c851b2abb2e264c2cbde3
      - 85a1f32e4794b4c176f3330364bc39977a50d258
      - 163b4d6a79a5b19af88b8585456363340d9efd04
      - e360eb07461f2741793f99ece8b97a6c04fb2b68
      - 104b0bb1da562d53cbda87aec79ef6a2827d191a
      - c96297261467b5daa2d01227496a70d444602434
      - 6c6d2ac4f7c94b30ceef79ba3e72840d0f4ba1d0
      - 1d26c947406173145a4665dd7ab255e03494ea28
      - 150fa774175cf86e8a6ef3916145c34180998037
    - Downstream Finetuning Alignment
      - Full-Parameter Fine- tuning Alignment
        - dda0f7f086fc875d583604f8b0cf4a8678bc4de4
        - 2af358b4771d7bffe491077466fc4d225a16a74b
        - 66de7ac94dd13ec041659b06041c6ff27b1e55f2
        - e19b54ad4c1c8af045069e9cac350ffc2ce60e1a
        - 84127f0806f08ff864a77579db14cf45cc8b8e34
        - 687b13c44f849d23c2496996b5da83e706094db9
        - 4fbc710eac66c76c2939304d2facc60070c56a12
        - 5ca0a9e4c0277e379740f889f00c79ddf507569c
        - 1882f194cb43828852cc052887671e55a80f945a
        - 1a220cad4f150036086f8e1ec437dfa11209c10b
        - 09a85806442373f167e45eaf662a7914df048b10
        - cb5cfc2dd4965262d2ce302362b1f2dbfa4a5419
        - 914254fac74a2da051cccf6ca16afcaad416a079
        - c0e62e324dfc7bd45ec0a5ce4055823d1f0c03f1
        - d1ad390e4e3bf43e4410558d94b073a8e09f466e
        - 91b2b47cabd800ef658b65bfe1f52b7293a740c3
        - 940fc621079ea349109202c7d705461b50d541d8
        - 166d1e5361465f8e235747d14641249cbb3b6fd2
        - ed8306efe54cd507f299f3f7e8fb8b5cd9ba2cd4
        - 81a58b668eb24d60bff17487ac958d60a0f944d9
        - 4de8398f189dabade8ad8f3a44fef84a526371df
      - Parameter-Effient Fine- tuning Alignment
        - 75bc30bf394625c784ea59f8c2fe04718a4b4042
        - 0783c214623c18f6a8ad96b8eaf4a67a382e68ee
        - 7df53c33cf8af131dbfa83fafb6b971aefe7c32b
        - 9831f8c43efff346d8bb00e9b4cec59ac96bc7d8
        - 088617a8862cfa372a62070916e88a5f10e7690b
        - 6f89f546db3fd54962d7275f0f0b65397f9aaabb
        - 63179e3321c29b455b16fdbfdf59017113b66071
        - b6f4fc4ed72abaa8496c0db775d601d32fa9de4e
        - 34c2939d3147946b2ac218e7857e1bc4c8902679
        - 14336fbb221da89d77b1e54f1d477c0a8cb0ef85
  - Parameter-Frozen Alignment
    - Direct Prompting
      - 9f87c8e27a10d71500314e7e21853f5a23efce59
      - 2af358b4771d7bffe491077466fc4d225a16a74b
      - 7493c3c89710766f87d0af4e62e98aa31f34c83c
      - 62f0db3a5ad5c795ec18fc7a6e7b01836809df57
      - 70ae98c70c0235acf3c3af14ea7286c81da1febe
      - 68850153b0210615c86f9a72624f34e2913bcddf
      - f4cba0db34aa0c389cec267ca1f3ba5255ea2645
      - 621bb6580949029a1e0bb632b99989f8b293a8c3
    - Code-Switching Prompting
      - 6fc554b36be460bd8a79908cacdac7c14d42863d
      - 3b27092740a489a63589cdcf40fad6a0e093daa0
      - eda54452d8a8a412c2a985ef11572cb468906b1f
    - Translation Alignment Prompting
      - c1c98ef93fb6474837961ef300cf3d8e7d3a0cd0
      - e6fd045dc7fdb79dcef2f71e38c0edeb1b11ee0d
      - 1b28cfd31c05451a39894ec2c380c54e370b9cce
      - 69eeb4dfcc971b30119b9f0dcffdac3b4f9c1c98
      - 0b29ff236bb8f547d017bf747ad74ad2b8303851
      - 6036f424468a5be5dd9b427ae266b72cb8468b5f
      - 1403e6b9adf7712c35ae56327d52fe54603b87e1
      - 97992c13baa6185c03d9e672f53185bc59822596
      - 9689acb6cb760e8bc21c16f368368b37dee977f9
      - 98a7c70649fd370c3a89ba65d8688d6b62881c29
      - b65b7f480a61d3dd31d8117b349cabc87c8ccf6c
      - 4e2b188cfcfd6300baf7be2e45b258d8f880c32a
      - bad6fa523ecf782c837a2eecaaffa4e1f7477c24
      - b6e5855b6a4e425ba251a93516f2bccffe5ba403
      - 4a99be7d5e0fbbdb28914bd5e96df26949ecb75e
      - 7014a18435df6b92ac46a8fc89b527f2921cccae
      - 0476eaae29c0337c1498637ad99931e4d9d1c5df
      - 190b831643573cd73d543f620c50051078d8bce9
      - 62f0db3a5ad5c795ec18fc7a6e7b01836809df57
      - 1fb5a5298747b8c7d60f98640a543f20d42ab053
      - da99c89888808c92ac84f94dc2fac710b0aa65e7
      - c2bc469112a3b55e29b5fb7fd28b5f24d897269a
    - Retrieval Augmented Alignment
      - 515cf674fcdced5a7d5bb156dd5fcc1f5290e79b
      - 7e3f1e4b89e3caa64f9d402d5beed60b3ba708f4
      - 8d24e6680a19c2f4c113e45145ec067130069805
      - 3b16a709a5b18e52b0b6741cbc3c0e68a03ecd8e
      - 9702aa281204e7a692fb3ecc83981198426ff70d
      - a460d28507b63b7265461cd62badd3dc095f600f
      - ed4c4ca57c805d215a955377817ffb51242c044f
      - ae10d1462e63fd361550546d2470510e9a93fe75
      - cf851103cdb37162a46ff2b03d77ca68e5dfa33e
      - 38e1a9c5599fc7597b7c5ffd37951ba5f528094c
      - 745cde3c527d834124ed9c219135285be907b83f
      - f3d5f9a6e4dd61962736988937100b2168f5ba1c
      - 2235241dc6fcae38d56ddbb8148dab6465c8572d
